,record_date,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,year,month,day,hour,weekday,is_weekend,is_holiday,season,AVERAGE_SPEED_DIFF_N,LUMINOSITY_N,AVERAGE_CLOUDINESS_N,is_peak_hour,poor_visibility,hour_weekday,time_ratio,AVERAGE_FREE_FLOW_SPEED_lag1,AVERAGE_FREE_FLOW_SPEED_lag2,AVERAGE_FREE_FLOW_SPEED_lag4,AVERAGE_TIME_DIFF_lag1,AVERAGE_TIME_DIFF_lag2,AVERAGE_TIME_DIFF_lag4,rolling_speed_mean_3h,rolling_speed_std_3h,speed_change,hour_day_cat,hour_sin,hour_cos
2306,2018-07-28 18:00:00,Medium,39.2,22.3,91.6,LIGHT,21.0,1017.0,72.0,5.0,céu claro,2018,7,28,18,5,1,0,Summer,2,2,1.0,1,0,138,0.24344978165938866,41.2,37.1,40.1,26.9,28.2,6.9,39.16666666666667,2.050203241957588,-2.0,18_5,-1.0,-1.8369701987210297e-16
6379,2018-07-28 19:00:00,Medium,37.4,21.8,92.8,LIGHT,19.0,1017.0,72.0,4.0,céu claro,2018,7,28,19,5,1,0,Summer,2,2,1.0,1,0,139,0.2349137931034483,39.2,41.2,40.3,22.3,26.9,16.3,39.26666666666667,1.9008769905844518,-1.8000000000000043,19_5,-0.9659258262890684,0.2588190451025203
1579,2018-07-28 20:00:00,Low,37.9,18.7,89.6,DARK,17.0,1017.0,88.0,3.0,céu claro,2018,7,28,20,5,1,0,Summer,1,0,1.0,0,1,140,0.20870535714285715,37.4,39.2,37.1,21.8,22.3,28.2,38.166666666666664,0.9291573243177876,0.5,20_5,-0.8660254037844386,0.5000000000000001
4136,2018-07-28 21:00:00,Medium,37.8,27.4,90.6,DARK,17.0,1017.0,82.0,3.0,céu claro,2018,7,28,21,5,1,0,Summer,2,0,1.0,0,1,141,0.30242825607064017,37.9,37.4,41.2,18.7,21.8,26.9,37.699999999999996,0.2645751311065488,-0.10000000000000142,21_5,-0.7071067811865477,0.7071067811865474
4026,2018-07-28 22:00:00,Medium,39.7,23.5,85.9,DARK,16.0,1018.0,87.0,1.0,céu claro,2018,7,28,22,5,1,0,Summer,2,0,1.0,0,1,142,0.2735739231664726,37.8,37.9,39.2,27.4,18.7,22.3,38.46666666666666,1.0692676621563915,1.9000000000000057,22_5,-0.5000000000000004,0.8660254037844384
412,2018-07-28 23:00:00,Medium,41.4,24.8,90.7,DARK,16.0,1018.0,93.0,0.0,céu claro,2018,7,28,23,5,1,0,Summer,2,0,1.0,0,1,143,0.27342888643880925,39.7,37.8,37.4,23.5,27.4,21.8,39.63333333333333,1.8009256878987014,1.6999999999999957,23_5,-0.25881904510252157,0.9659258262890681
2252,2018-07-29 01:00:00,Low,41.5,0.0,84.4,DARK,14.0,1018.0,100.0,0.0,algumas nuvens,2018,7,29,1,6,1,0,Summer,0,0,3.0,0,1,145,0.0,41.4,39.7,37.9,24.8,23.5,18.7,40.86666666666667,1.011599393699616,0.10000000000000142,1_6,0.25881904510252074,0.9659258262890683
4486,2018-07-29 03:00:00,Low,45.8,0.0,82.8,DARK,14.0,1018.0,93.0,1.0,nuvens dispersas,2018,7,29,3,6,1,0,Summer,0,0,4.0,0,1,147,0.0,41.5,41.4,37.8,0.0,24.8,27.4,42.9,2.5119713374161217,4.299999999999997,3_6,0.7071067811865476,0.7071067811865476
5151,2018-07-29 04:00:00,Low,45.9,0.0,86.5,DARK,14.0,1018.0,100.0,0.0,nuvens dispersas,2018,7,29,4,6,1,0,Summer,0,0,4.0,0,1,148,0.0,45.8,41.5,39.7,0.0,0.0,23.5,44.4,2.511971337416127,0.10000000000000142,4_6,0.8660254037844386,0.5000000000000001
236,2018-07-29 05:00:00,Low,47.5,0.0,86.1,DARK,15.0,1018.0,93.0,2.0,nuvens quebrados,2018,7,29,5,6,1,0,Summer,0,0,5.0,0,1,149,0.0,45.9,45.8,41.4,0.0,0.0,24.8,46.4,0.9539392014170593,1.6000000000000014,5_6,0.9659258262890683,0.25881904510252074
1850,2018-07-29 06:00:00,Low,42.6,0.0,89.2,LIGHT,15.0,1017.0,87.0,3.0,tempo nublado,2018,7,29,6,6,1,0,Summer,0,2,6.0,0,1,150,0.0,47.5,45.9,41.5,0.0,0.0,0.0,45.333333333333336,2.498666310921393,-4.899999999999999,6_6,1.0,6.123233995736766e-17
2901,2018-07-29 07:00:00,Low,46.4,7.1,83.4,LIGHT,17.0,1018.0,82.0,0.0,nuvens quebrados,2018,7,29,7,6,1,0,Summer,1,2,5.0,1,1,151,0.08513189448441245,42.6,47.5,45.8,0.0,0.0,0.0,45.5,2.570992026436525,3.799999999999997,7_6,0.9659258262890683,-0.25881904510252063
5771,2018-07-29 08:00:00,Low,42.0,5.8,83.1,LIGHT,17.0,1018.0,77.0,3.0,nuvens quebrados,2018,7,29,8,6,1,0,Summer,1,2,5.0,1,1,152,0.06979542719614922,46.4,42.6,45.9,7.1,0.0,0.0,43.666666666666664,2.38607068908981,-4.399999999999999,8_6,0.8660254037844387,-0.4999999999999998
619,2018-07-29 09:00:00,Low,42.8,0.0,89.6,LIGHT,20.0,1019.0,64.0,2.0,nuvens dispersas,2018,7,29,9,6,1,0,Summer,0,2,4.0,1,1,153,0.0,42.0,46.4,47.5,5.8,7.1,0.0,43.73333333333333,2.3437861108329665,0.7999999999999972,9_6,0.7071067811865476,-0.7071067811865475
1787,2018-07-29 10:00:00,Low,39.7,7.8,88.7,LIGHT,21.0,1019.0,56.0,2.0,algumas nuvens,2018,7,29,10,6,1,0,Summer,1,2,3.0,1,0,154,0.0879368658399098,42.8,42.0,42.6,0.0,5.8,0.0,41.5,1.6093476939431537,-3.0999999999999943,10_6,0.49999999999999994,-0.8660254037844387
166,2018-07-29 11:00:00,Low,42.7,11.0,87.9,LIGHT,21.0,1019.0,60.0,2.0,algumas nuvens,2018,7,29,11,6,1,0,Summer,1,2,3.0,1,0,155,0.12514220705346984,39.7,42.8,46.4,7.8,0.0,7.1,41.733333333333334,1.7616280348965525,3.0,11_6,0.258819045102521,-0.9659258262890682
6623,2018-07-29 12:00:00,Low,37.9,13.6,89.6,LIGHT,21.0,1019.0,60.0,3.0,algumas nuvens,2018,7,29,12,6,1,0,Summer,1,2,3.0,1,0,156,0.1517857142857143,42.7,39.7,42.0,11.0,7.8,5.8,40.1,2.424871130596455,-4.800000000000004,12_6,1.2246467991473532e-16,-1.0
2041,2018-07-29 13:00:00,Low,41.6,11.9,82.5,LIGHT,21.0,1019.0,64.0,3.0,algumas nuvens,2018,7,29,13,6,1,0,Summer,1,2,3.0,0,0,157,0.14424242424242426,37.9,42.7,42.8,13.6,11.0,0.0,40.733333333333334,2.5146238950056685,3.700000000000003,13_6,-0.2588190451025208,-0.9659258262890683
4597,2018-07-29 14:00:00,Low,42.2,21.9,87.7,LIGHT,22.0,1020.0,64.0,4.0,nuvens dispersas,2018,7,29,14,6,1,0,Summer,1,2,4.0,1,1,158,0.24971493728620295,41.6,37.9,39.7,11.9,13.6,7.8,40.56666666666667,2.328805129961174,0.6000000000000014,14_6,-0.4999999999999997,-0.8660254037844388
4867,2018-07-29 15:00:00,Medium,39.7,39.1,88.7,LIGHT,22.0,1020.0,60.0,3.0,nuvens dispersas,2018,7,29,15,6,1,0,Summer,2,2,4.0,1,1,159,0.44081172491544535,42.2,41.6,42.7,21.9,11.9,11.0,41.16666666666667,1.3051181300301862,-2.5,15_6,-0.7071067811865471,-0.7071067811865479
1639,2018-07-29 16:00:00,High,37.1,70.8,90.7,LIGHT,21.0,1019.0,60.0,3.0,nuvens quebrados,2018,7,29,16,6,1,0,Summer,3,2,5.0,1,1,160,0.7805953693495038,39.7,42.2,37.9,39.1,21.9,13.6,39.666666666666664,2.550163393458044,-2.6000000000000014,16_6,-0.8660254037844385,-0.5000000000000004
5075,2018-07-29 18:00:00,Medium,39.8,39.4,90.1,LIGHT,20.0,1019.0,72.0,3.0,nuvens quebrados,2018,7,29,18,6,1,0,Summer,2,2,5.0,1,1,162,0.43729189789123196,37.1,39.7,41.6,70.8,39.1,11.9,38.86666666666667,1.5307950004273636,2.6999999999999957,18_6,-1.0,-1.8369701987210297e-16
4861,2018-07-29 19:00:00,Low,36.1,15.6,96.1,LIGHT,20.0,1019.0,77.0,2.0,nuvens quebrados,2018,7,29,19,6,1,0,Summer,1,2,5.0,1,1,163,0.16233090530697192,39.8,37.1,42.2,39.4,70.8,21.9,37.666666666666664,1.9139836293274162,-3.6999999999999957,19_6,-0.9659258262890684,0.2588190451025203
4771,2018-07-29 20:00:00,Low,38.1,7.4,91.4,DARK,20.0,1020.0,77.0,2.0,nuvens quebrados,2018,7,29,20,6,1,0,Summer,0,0,5.0,0,1,164,0.08096280087527352,36.1,39.8,39.7,15.6,39.4,39.1,38.0,1.852025917745222,2.0,20_6,-0.8660254037844386,0.5000000000000001
4304,2018-07-30 00:00:00,Low,42.7,0.0,79.3,DARK,19.0,1020.0,82.0,2.0,nuvens quebrados,2018,7,30,0,0,0,0,Summer,0,0,5.0,0,1,0,0.0,38.1,36.1,37.1,7.4,15.6,70.8,38.96666666666667,3.3842773723992274,4.600000000000001,0_0,0.0,1.0
4156,2018-07-30 01:00:00,Low,44.1,0.0,80.3,DARK,20.0,1019.0,77.0,0.0,nuvens quebrados,2018,7,30,1,0,0,0,Summer,0,0,5.0,0,1,1,0.0,42.7,38.1,39.8,0.0,7.4,39.4,41.63333333333333,3.139001964531648,1.3999999999999986,1_0,0.25881904510252074,0.9659258262890683
5948,2018-07-30 02:00:00,Low,44.2,0.0,82.1,DARK,19.0,1019.0,82.0,1.0,nuvens quebrados,2018,7,30,2,0,0,0,Summer,0,0,5.0,0,1,2,0.0,44.1,42.7,36.1,0.0,0.0,15.6,43.666666666666664,0.838649708360794,0.10000000000000142,2_0,0.49999999999999994,0.8660254037844387
1250,2018-07-30 03:00:00,Low,44.8,1.5,89.5,DARK,19.0,1019.0,82.0,2.0,tempo nublado,2018,7,30,3,0,0,0,Summer,0,0,6.0,0,1,3,0.01675977653631285,44.2,44.1,38.1,0.0,0.0,7.4,44.36666666666667,0.37859388972047486,0.5999999999999943,3_0,0.7071067811865476,0.7071067811865476
2667,2018-07-30 04:00:00,Low,43.8,0.0,84.5,DARK,19.0,1019.0,82.0,2.0,nuvens quebrados,2018,7,30,4,0,0,0,Summer,0,0,5.0,0,1,4,0.0,44.8,44.2,42.7,1.5,0.0,0.0,44.26666666666667,0.5033222956850576,-1.0,4_0,0.8660254037844386,0.5000000000000001
5529,2018-07-30 05:00:00,Low,44.8,0.0,83.5,DARK,19.0,1018.0,82.0,2.0,tempo nublado,2018,7,30,5,0,0,0,Summer,0,0,6.0,0,1,5,0.0,43.8,44.8,44.1,0.0,1.5,0.0,44.46666666666666,0.5773502691899313,1.0,5_0,0.9659258262890683,0.25881904510252074
303,2018-07-30 06:00:00,Low,43.7,0.0,88.3,LIGHT,20.0,1018.0,72.0,3.0,nuvens quebrados,2018,7,30,6,0,0,0,Summer,0,2,5.0,0,1,6,0.0,44.8,43.8,44.2,0.0,0.0,0.0,44.1,0.6082762530300934,-1.0999999999999943,6_0,1.0,6.123233995736766e-17
1023,2018-07-30 07:00:00,Low,37.3,4.0,87.8,LIGHT,19.0,1018.0,72.0,3.0,tempo nublado,2018,7,30,7,0,0,0,Summer,1,2,6.0,1,1,7,0.04555808656036447,43.7,44.8,44.8,0.0,0.0,1.5,41.93333333333333,4.050102879351778,-6.400000000000006,7_0,0.9659258262890683,-0.25881904510252063
3186,2018-07-30 08:00:00,Medium,44.3,12.2,83.1,LIGHT,20.0,1019.0,73.0,3.0,nuvens quebrados,2018,7,30,8,0,0,0,Summer,2,2,5.0,1,1,8,0.14681107099879664,37.3,43.7,43.8,4.0,0.0,0.0,41.766666666666666,3.8798625405204197,7.0,8_0,0.8660254037844387,-0.4999999999999998
4925,2018-07-30 09:00:00,Low,37.1,12.1,90.2,LIGHT,20.0,1019.0,73.0,2.0,nuvens quebrados,2018,7,30,9,0,0,0,Summer,1,2,5.0,1,1,9,0.13414634146341461,44.3,37.3,44.8,12.2,4.0,0.0,39.56666666666666,4.100406483915152,-7.199999999999996,9_0,0.7071067811865476,-0.7071067811865475
6614,2018-07-30 12:00:00,Medium,36.8,23.2,91.5,LIGHT,23.0,1019.0,69.0,4.0,nuvens dispersas,2018,7,30,12,0,0,0,Summer,2,2,4.0,1,1,12,0.253551912568306,37.1,44.3,43.7,12.1,12.2,0.0,39.4,4.2461747491124395,-0.30000000000000426,12_0,1.2246467991473532e-16,-1.0
1590,2018-07-30 13:00:00,Low,39.8,26.9,90.6,LIGHT,23.0,1019.0,69.0,5.0,nuvens dispersas,2018,7,30,13,0,0,0,Summer,1,2,4.0,0,1,13,0.2969094922737307,36.8,37.1,37.3,23.2,12.1,4.0,37.9,1.6522711641858376,3.0,13_0,-0.2588190451025208,-0.9659258262890683
3655,2018-07-30 14:00:00,Medium,39.4,40.9,90.0,LIGHT,23.0,1019.0,78.0,4.0,nuvens quebrados,2018,7,30,14,0,0,0,Summer,2,2,5.0,1,1,14,0.45444444444444443,39.8,36.8,44.3,26.9,23.2,12.2,38.666666666666664,1.628905563049434,-0.3999999999999986,14_0,-0.4999999999999997,-0.8660254037844388
78,2018-07-30 15:00:00,High,37.5,60.8,90.4,LIGHT,22.0,1019.0,94.0,3.0,nuvens quebrados,2018,7,30,15,0,0,0,Summer,3,2,5.0,1,0,15,0.6725663716814159,39.4,39.8,37.1,40.9,26.9,12.1,38.9,1.2288205727444772,-1.8999999999999986,15_0,-0.7071067811865471,-0.7071067811865479
4534,2018-07-30 16:00:00,Medium,36.8,47.7,91.5,LIGHT,22.0,1019.0,88.0,3.0,nuvens quebrados,2018,7,30,16,0,0,0,Summer,2,2,5.0,1,1,16,0.5213114754098361,37.5,39.4,36.8,60.8,40.9,23.2,37.9,1.3453624047073796,-0.7000000000000028,16_0,-0.8660254037844385,-0.5000000000000004
2389,2018-07-30 17:00:00,High,45.9,44.6,86.5,LIGHT,22.0,1019.0,83.0,3.0,nuvens quebrados,2018,7,30,17,0,0,0,Summer,3,2,5.0,1,1,17,0.5156069364161849,36.8,37.5,39.8,47.7,60.8,26.9,40.06666666666666,5.063924696649177,9.100000000000001,17_0,-0.9659258262890683,-0.25881904510252063
5604,2018-07-30 19:00:00,High,42.8,20.2,89.6,LIGHT,21.0,1019.0,88.0,3.0,nuvens quebrados,2018,7,30,19,0,0,0,Summer,3,2,5.0,1,1,19,0.22544642857142858,45.9,36.8,39.4,44.6,47.7,40.9,41.833333333333336,4.626373669877256,-3.1000000000000014,19_0,-0.9659258262890684,0.2588190451025203
1621,2018-07-30 20:00:00,Low,37.1,9.2,90.7,DARK,21.0,1019.0,88.0,2.0,nuvens quebrados,2018,7,30,20,0,0,0,Summer,1,0,5.0,0,1,20,0.10143329658213891,42.8,45.9,37.5,20.2,44.6,60.8,41.93333333333333,4.463556130859512,-5.699999999999996,20_0,-0.8660254037844386,0.5000000000000001
5867,2018-07-30 21:00:00,Low,40.6,1.1,87.6,DARK,21.0,1019.0,94.0,2.0,nuvens quebrados,2018,7,30,21,0,0,0,Summer,0,0,5.0,0,1,21,0.012557077625570777,37.1,42.8,36.8,9.2,20.2,47.7,40.166666666666664,2.874601421646739,3.5,21_0,-0.7071067811865477,0.7071067811865474
5143,2018-07-30 22:00:00,Low,43.3,20.3,82.8,DARK,20.0,1020.0,94.0,1.0,nuvens quebrados,2018,7,30,22,0,0,0,Summer,1,0,5.0,0,1,22,0.24516908212560387,40.6,37.1,45.9,1.1,9.2,44.6,40.333333333333336,3.1085902485424888,2.6999999999999957,22_0,-0.5000000000000004,0.8660254037844384
6699,2018-07-30 23:00:00,Low,44.2,4.9,82.1,DARK,20.0,1019.0,94.0,1.0,nuvens quebrados,2018,7,30,23,0,0,0,Summer,1,0,5.0,0,1,23,0.05968331303288673,43.3,40.6,42.8,20.3,1.1,20.2,42.699999999999996,1.8734993995195766,0.9000000000000057,23_0,-0.25881904510252157,0.9659258262890681
3724,2018-07-31 00:00:00,Low,44.2,2.9,82.1,DARK,20.0,1020.0,100.0,1.0,nuvens quebrados,2018,7,31,0,1,0,0,Summer,0,0,5.0,0,1,24,0.03532277710109623,44.2,43.3,37.1,4.9,20.3,9.2,43.900000000000006,0.5196152422709093,0.0,0_1,0.0,1.0
3648,2018-07-31 01:00:00,Low,44.5,0.0,86.5,DARK,20.0,1019.0,100.0,2.0,nuvens quebrados,2018,7,31,1,1,0,0,Summer,0,0,5.0,0,1,25,0.0,44.2,44.2,40.6,2.9,4.9,1.1,44.300000000000004,0.17320508075764815,0.29999999999999716,1_1,0.25881904510252074,0.9659258262890683
6258,2018-07-31 02:00:00,Low,44.7,3.0,85.2,DARK,20.0,1018.0,93.0,2.0,nuvens quebrados,2018,7,31,2,1,0,0,Summer,0,0,5.0,0,1,26,0.035211267605633804,44.5,44.2,43.3,0.0,2.9,20.3,44.46666666666667,0.2516611478428964,0.20000000000000284,2_1,0.49999999999999994,0.8660254037844387
4463,2018-07-31 03:00:00,Low,43.8,7.3,86.3,DARK,19.0,1018.0,93.0,1.0,nuvens quebrados,2018,7,31,3,1,0,0,Summer,0,0,5.0,0,1,27,0.08458864426419467,44.7,44.5,44.2,3.0,0.0,4.9,44.333333333333336,0.4725815626255452,-0.9000000000000057,3_1,0.7071067811865476,0.7071067811865476
229,2018-07-31 06:00:00,Low,45.9,2.0,86.5,LIGHT,19.0,1018.0,93.0,1.0,nuvens quebrados,2018,7,31,6,1,0,0,Summer,0,2,5.0,0,1,30,0.023121387283236993,43.8,44.7,44.2,7.3,3.0,2.9,44.79999999999999,1.0535653752854068,2.1000000000000014,6_1,1.0,6.123233995736766e-17
1699,2018-07-31 07:00:00,Low,43.2,5.0,88.2,LIGHT,19.0,1019.0,93.0,2.0,nuvens quebrados,2018,7,31,7,1,0,0,Summer,1,2,5.0,1,1,31,0.056689342403628114,45.9,43.8,44.5,2.0,7.3,0.0,44.300000000000004,1.417744687875874,-2.6999999999999957,7_1,0.9659258262890683,-0.25881904510252063
5372,2018-07-31 08:00:00,High,41.3,30.5,85.0,LIGHT,19.0,1019.0,93.0,3.0,nuvens quebrados,2018,7,31,8,1,0,0,Summer,3,2,5.0,1,1,32,0.3588235294117647,43.2,45.9,44.7,5.0,2.0,3.0,43.46666666666666,2.311565126344825,-1.9000000000000057,8_1,0.8660254037844387,-0.4999999999999998
5710,2018-07-31 10:00:00,Medium,37.1,30.5,90.2,LIGHT,20.0,1020.0,88.0,4.0,nuvens quebrados,2018,7,31,10,1,0,0,Summer,2,2,5.0,1,1,34,0.33813747228381374,41.3,43.2,43.8,30.5,5.0,7.3,40.53333333333333,3.1214312956292147,-4.199999999999996,10_1,0.49999999999999994,-0.8660254037844387
2151,2018-07-31 11:00:00,Medium,34.5,37.3,97.2,LIGHT,20.0,1019.0,78.0,4.0,nuvens dispersas,2018,7,31,11,1,0,0,Summer,2,2,4.0,1,1,35,0.38374485596707814,37.1,41.3,45.9,30.5,30.5,2.0,37.63333333333333,3.4312291286554153,-2.6000000000000014,11_1,0.258819045102521,-0.9659258262890682
2304,2018-07-31 12:00:00,Medium,37.4,24.6,86.4,LIGHT,22.0,1019.0,73.0,4.0,nuvens dispersas,2018,7,31,12,1,0,0,Summer,2,2,4.0,1,1,36,0.2847222222222222,34.5,37.1,43.2,37.3,30.5,5.0,36.333333333333336,1.594783161854107,2.8999999999999986,12_1,1.2246467991473532e-16,-1.0
433,2018-07-31 13:00:00,Low,41.1,9.3,83.3,LIGHT,22.0,1019.0,69.0,5.0,nuvens dispersas,2018,7,31,13,1,0,0,Summer,1,2,4.0,0,1,37,0.11164465786314527,37.4,34.5,41.3,24.6,37.3,30.5,37.666666666666664,3.3080709383768396,3.700000000000003,13_1,-0.2588190451025208,-0.9659258262890683
4168,2018-07-31 14:00:00,Medium,39.4,31.1,89.1,LIGHT,22.0,1019.0,68.0,6.0,algumas nuvens,2018,7,31,14,1,0,0,Summer,2,2,3.0,1,0,38,0.3490460157126824,41.1,37.4,37.1,9.3,24.6,30.5,39.300000000000004,1.8520259177452503,-1.7000000000000028,14_1,-0.4999999999999997,-0.8660254037844388
6551,2018-07-31 15:00:00,High,34.1,72.2,92.5,LIGHT,22.0,1018.0,68.0,6.0,algumas nuvens,2018,7,31,15,1,0,0,Summer,3,2,3.0,1,0,39,0.7805405405405406,39.4,41.1,34.5,31.1,9.3,37.3,38.199999999999996,3.6510272527057492,-5.299999999999997,15_1,-0.7071067811865471,-0.7071067811865479
4294,2018-07-31 16:00:00,Medium,42.5,43.0,86.3,LIGHT,21.0,1018.0,64.0,7.0,algumas nuvens,2018,7,31,16,1,0,0,Summer,2,2,3.0,1,0,40,0.4982618771726536,34.1,39.4,37.4,72.2,31.1,24.6,38.666666666666664,4.247744499535422,8.399999999999999,16_1,-0.8660254037844385,-0.5000000000000004
3940,2018-07-31 17:00:00,High,39.4,56.9,90.4,LIGHT,21.0,1018.0,68.0,6.0,céu claro,2018,7,31,17,1,0,0,Summer,3,2,1.0,1,0,41,0.6294247787610618,42.5,34.1,41.1,43.0,72.2,9.3,38.666666666666664,4.247744499535422,-3.1000000000000014,17_1,-0.9659258262890683,-0.25881904510252063
3858,2018-07-31 18:00:00,Medium,40.1,31.2,83.6,LIGHT,21.0,1018.0,60.0,6.0,céu claro,2018,7,31,18,1,0,0,Summer,2,2,1.0,1,0,42,0.37320574162679426,39.4,42.5,39.4,56.9,43.0,31.1,40.666666666666664,1.6258331197676736,0.7000000000000028,18_1,-1.0,-1.8369701987210297e-16
4002,2018-07-31 20:00:00,Low,37.8,0.8,90.6,DARK,18.0,1018.0,77.0,4.0,céu claro,2018,7,31,20,1,0,0,Summer,0,0,1.0,0,1,44,0.00883002207505519,40.1,39.4,34.1,31.2,56.9,72.2,39.1,1.1789826122552065,-2.3000000000000043,20_1,-0.8660254037844386,0.5000000000000001
6442,2018-07-31 21:00:00,Low,44.3,3.6,81.3,DARK,17.0,1018.0,82.0,5.0,céu claro,2018,7,31,21,1,0,0,Summer,0,0,1.0,0,1,45,0.04428044280442805,37.8,40.1,42.5,0.8,31.2,43.0,40.73333333333333,3.2959571194621895,6.5,21_1,-0.7071067811865477,0.7071067811865474
3299,2018-07-31 22:00:00,Low,42.2,8.3,88.2,DARK,17.0,1018.0,82.0,3.0,céu claro,2018,7,31,22,1,0,0,Summer,1,0,1.0,0,1,46,0.09410430839002268,44.3,37.8,39.4,3.6,0.8,56.9,41.43333333333334,3.3171272711992104,-2.0999999999999943,22_1,-0.5000000000000004,0.8660254037844384
4571,2018-07-31 23:00:00,Medium,39.8,0.0,89.6,DARK,16.0,1018.0,87.0,0.0,céu claro,2018,7,31,23,1,0,0,Summer,0,0,1.0,0,1,47,0.0,42.2,44.3,40.1,8.3,3.6,31.2,42.099999999999994,2.251666049839584,-2.4000000000000057,23_1,-0.25881904510252157,0.9659258262890681
1696,2018-08-01 00:00:00,Medium,42.2,3.3,87.7,DARK,15.0,1017.0,93.0,0.0,céu claro,2018,8,1,0,2,0,0,Summer,0,0,1.0,0,1,48,0.037628278221208664,39.8,42.2,37.8,0.0,8.3,0.8,41.400000000000006,1.3856406460551676,2.4000000000000057,0_2,0.0,1.0
6201,2018-08-01 02:00:00,Medium,45.9,1.1,82.7,DARK,14.0,1017.0,93.0,0.0,céu claro,2018,8,1,2,2,0,0,Summer,0,0,1.0,0,1,50,0.013301088270858526,42.2,39.8,44.3,3.3,0.0,3.6,42.63333333333333,3.073000705065578,3.6999999999999957,2_2,0.49999999999999994,0.8660254037844387
6479,2018-08-01 03:00:00,Medium,45.4,2.0,89.2,DARK,13.0,1016.0,93.0,1.0,céu claro,2018,8,1,3,2,0,0,Summer,0,0,1.0,0,1,51,0.02242152466367713,45.9,42.2,42.2,1.1,3.3,8.3,44.5,2.007485989988531,-0.5,3_2,0.7071067811865476,0.7071067811865476
4315,2018-08-01 05:00:00,Medium,43.1,0.0,88.3,DARK,13.0,1016.0,93.0,0.0,céu claro,2018,8,1,5,2,0,0,Summer,0,0,1.0,0,1,53,0.0,45.4,45.9,39.8,2.0,1.1,0.0,44.800000000000004,1.4933184523068912,-2.299999999999997,5_2,0.9659258262890683,0.25881904510252074
6663,2018-08-01 06:00:00,Medium,45.9,0.6,86.5,LIGHT,12.0,1016.0,100.0,0.0,céu claro,2018,8,1,6,2,0,0,Summer,0,2,1.0,0,0,54,0.006936416184971098,43.1,45.4,42.2,0.0,2.0,3.3,44.800000000000004,1.4933184523068912,2.799999999999997,6_2,1.0,6.123233995736766e-17
3148,2018-08-01 10:00:00,Medium,43.1,27.3,84.6,LIGHT,21.0,1016.0,73.0,2.0,céu claro,2018,8,1,10,2,0,0,Summer,2,2,1.0,1,0,58,0.32269503546099293,45.9,43.1,45.9,0.6,0.0,1.1,44.03333333333333,1.6165807537310282,-2.799999999999997,10_2,0.49999999999999994,-0.8660254037844387
79,2018-08-01 11:00:00,Medium,39.4,33.4,88.6,LIGHT,22.0,1017.0,69.0,2.0,céu claro,2018,8,1,11,2,0,0,Summer,2,2,1.0,1,0,59,0.37697516930022573,43.1,45.9,45.4,27.3,0.6,2.0,42.800000000000004,3.2603680773802592,-3.700000000000003,11_2,0.258819045102521,-0.9659258262890682
5708,2018-08-01 12:00:00,Low,39.8,19.7,89.6,LIGHT,22.0,1016.0,64.0,3.0,céu claro,2018,8,1,12,2,0,0,Summer,1,2,1.0,1,0,60,0.21986607142857142,39.4,43.1,43.1,33.4,27.3,0.0,40.76666666666666,2.030599254735799,0.3999999999999986,12_2,1.2246467991473532e-16,-1.0
4436,2018-08-01 13:00:00,Medium,33.9,24.1,93.4,LIGHT,22.0,1016.0,60.0,4.0,céu claro,2018,8,1,13,2,0,0,Summer,2,2,1.0,0,0,61,0.2580299785867238,39.8,39.4,45.9,19.7,33.4,0.6,37.699999999999996,3.2969683043669407,-5.899999999999999,13_2,-0.2588190451025208,-0.9659258262890683
2518,2018-08-01 14:00:00,Medium,37.1,21.0,90.2,LIGHT,23.0,1015.0,57.0,4.0,céu claro,2018,8,1,14,2,0,0,Summer,2,2,1.0,1,0,62,0.2328159645232816,33.9,39.8,43.1,24.1,19.7,27.3,36.93333333333333,2.9535289626705117,3.200000000000003,14_2,-0.4999999999999997,-0.8660254037844388
1608,2018-08-01 15:00:00,Medium,36.8,52.6,92.0,LIGHT,24.0,1015.0,54.0,4.0,céu claro,2018,8,1,15,2,0,0,Summer,2,2,1.0,1,0,63,0.5717391304347826,37.1,33.9,39.4,21.0,24.1,33.4,35.93333333333334,1.7672954855749363,-0.30000000000000426,15_2,-0.7071067811865471,-0.7071067811865479
1083,2018-08-01 16:00:00,Medium,39.4,19.8,90.4,LIGHT,25.0,1014.0,51.0,4.0,céu claro,2018,8,1,16,2,0,0,Summer,2,2,1.0,1,0,64,0.21902654867256638,36.8,37.1,39.8,52.6,21.0,19.7,37.766666666666666,1.42243921955687,2.6000000000000014,16_2,-0.8660254037844385,-0.5000000000000004
4707,2018-08-01 17:00:00,High,44.8,35.9,85.3,LIGHT,25.0,1014.0,47.0,5.0,céu claro,2018,8,1,17,2,0,0,Summer,3,2,1.0,1,0,65,0.4208675263774912,39.4,36.8,33.9,19.8,52.6,24.1,40.33333333333333,4.080849584747467,5.399999999999999,17_2,-0.9659258262890683,-0.25881904510252063
